Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
Residential Roofing Project Manager Apprentice,2025-02-24,https://jobright.ai/jobs/info/67bec301f636a08ca1b0eb18?utm_source=1100&utm_campaign=pm,On Site,"Allen, TX",Phillips Home Improvements,11-50,"Building Maintenance,Construction",$19-$19 /hr,"1. Clean driving record
2. Spanish Speaking
3. Coachable; Trainable
4. No Project Management experience required; we train!
5. Winning first impression
...",not sure,
Project Coordinator,2025-02-24,https://jobright.ai/jobs/info/67beb8148368d0b3af78a11b?utm_source=1100&utm_campaign=pm,On Site,"Multi Location
South Carolina, United States
Charleston, SC",Monteith Construction Corp.,101-250,"Construction,Health Care",$52K-$65K /yr,"1. Strong communication skills
2. Highly organized to maximize productivity
3. Ownership and drive, someone who gets it done without needing much oversight
4. Humility and a willingness to learn
5. Eager to work well in team environments
...",not sure,
Project Manager - Hazardous Waste,2025-02-24,https://jobright.ai/jobs/info/67b85f94866215fe5b3aae09?utm_source=1100&utm_campaign=pm,On Site,"South Gate, CA",WM,10000+,"Energy,Environmental Engineering",$88K-$97K /yr,"1. 1-3 years of Project Management & Hazardous Waste experience
2. Supervisory experience
3. Chemistry knowledge as it pertains to identification & segregation process of haz waste
4. 40HR Hazwoper & 8HR Refresher compliant
5. CA Title 22 (OSHA) & DOT Knowledge
...",not sure,
Project Control Specialist - AIT,2025-02-24,https://jobright.ai/jobs/info/67bd5f34381b27d2dba38ec4?utm_source=1100&utm_campaign=pm,On Site,"Renton, WA",A-IT Software Services Pte Ltd,51-100,"Information Technology,Outsourcing",$72K-$88K /yr,"1. Associate’s degree in accounting, business management, or other related field.
2. One (1) to three (3) years of relevant working experience and/or specialized training
3. Thorough understanding of Microsoft Office Suite such as Excel, Word, and Outlook
4. Experience with enterprise software such as Cognos/Deltek or similar systems
5. Valid driver's license with a clean driving record
...",not sure,
"Project Coordinator, Optimus",2025-02-24,https://jobright.ai/jobs/info/67bd42e546898f7d7934d055?utm_source=1100&utm_campaign=pm,On Site,"Multi Location
Palo Alto, California
Palo Alto, CA",Tesla,10000+,"Automotive,Electric Vehicle",$18.40-$39.60 /hr,"1. Proficiency in JIRA, Excel, Confluence, and SharePoint, with the ability to quickly adapt to new tools and technologies
2. Strong analytical and problem-solving skills, with a keen eye for detail and a passion for data-driven decision-making
3. Excellent written and verbal communication skills, with the ability to effectively communicate complex ideas and insights to both technical and non-technical stakeholders
4. Ability to work collaboratively with cross-functional teams, building strong relationships and driving results through teamwork and open communication
5. Ability to thrive in a constantly changing, fast-paced, and deadline-driven environment with high ambiguity, demonstrating flexibility, resilience, and a growth mindset
...",no,
Project Manager Trainee (Part-Time),2025-02-24,https://jobright.ai/jobs/info/67c663a5ca01523850b0b1b6?utm_source=1100&utm_campaign=pm,Hybrid,"Lexington, KY",IntelliSurvey,101-250,"Market Research,Software",$14-$16 /hr,"1. BA/BS degree (can be in-progress)
2. University major in a liberal arts field (humanities: literature, history, philosophy, art, languages; natural sciences: biology, geology, astronomy; social sciences: psychology, sociology, political science, anthropology, economics; etc.)
3. Excellent written and oral communication skill
4. Strong problem-solving skills (analytical and logical abilities)
5. Desire to learn, ability to constructively work with feedback
...",not sure,
Legal Project Management Analyst,2025-02-24,https://jobright.ai/jobs/info/67bd2ec7ddaa3aab85b1db24?utm_source=1100&utm_campaign=pm,Hybrid,"Chicago, IL",Mayer Brown,1001-5000,"Advice,Consulting",$89K-$118K /yr,"1. Bachelor’s degree in a related area. An equivalent combination of education and/or experience may be considered in lieu of the degree when the experience has been directly related to the functions of the job.
2. Prior experience working in a professional-services setting required
3. Proficiency in Microsoft Office products, with particular emphasis on Excel, required
4. Strong written and verbal communication skills, able to communicate effectively and in a professional manner with all levels of the Firm as well as clients and outside vendors
5. Ability to work in a diverse team environment and effectively support the demanding needs of the Firm and its partners
...",not sure,
EVS Project Manager Los Angeles,2025-02-24,https://jobright.ai/jobs/info/67bd38c36ab12c2ba61e97b3?utm_source=1100&utm_campaign=pm,On Site,"Los Angeles, CA","Xanitos, Inc.",5001-10000,"Automotive,Health Care",$68K-$80K /yr,"1. High School Diploma, GED, or equivalent required.
2. Must have one to three years of supervisory experience in a service-related field with high customer/client contact.
3. Employees in Healthcare are required to be fully vaccinated against COVID-19 as a term and condition of employment at Xanitos, absent a legally required Medical or Religious exception, and are required to report their vaccination status and upload proof of vaccination via a secure online portal.
4. Post-Offer Medical, Background Screening, to include Department of Motor Vehicle check and Drug Test required.
5. 10 days on 4 days off travel schedule.
...",not sure,
EVS Project Manager Bay Area,2025-02-24,https://jobright.ai/jobs/info/67bd38c36ab12c2ba61e982f?utm_source=1100&utm_campaign=pm,On Site,"San Francisco, CA","Xanitos, Inc.",5001-10000,"Automotive,Health Care",$68K-$80K /yr,"1. High School Diploma, GED, or equivalent required.
2. Must have one to three years of supervisory experience in a service-related field with high customer/client contact.
3. Employees in Healthcare are required to be fully vaccinated against COVID-19 as a term and condition of employment at Xanitos, absent a legally required Medical or Religious exception, and are required to report their vaccination status and upload proof of vaccination via a secure online portal.
4. Post-Offer Medical, Background Screening, to include Department of Motor Vehicle check and Drug Test required.
5. 10 days on 4 days off travel schedule.
...",not sure,
Scheduler,2025-02-24,https://jobright.ai/jobs/info/67bd266b2277159480df1b98?utm_source=1100&utm_campaign=pm,On Site,"Los Angeles, CA",Atlas,1001-5000,"Construction,Consulting",$72K-$167K /yr,"1. Bachelor’s degree in Civil Engineering, Construction Management, or a related field.
2. Junior Level: 0-5 years of scheduling experience.
3. Mid-Level: 5-10 years of experience, preferably in supporting active construction projects.
4. Senior Level: 15+ years of scheduling experience, including significant exposure to complex, large-scale projects.
5. Proficiency in Primavera P6, Microsoft Project, and other related software tools such as Schedule Analyzer, Claims Digger, etc.
...",no,yes
Assistant Project Manager - Mission Critical,2025-02-24,https://jobright.ai/jobs/info/67bd28632277159480df2115?utm_source=1100&utm_campaign=pm,On Site,"Georgia, United States",Aldridge Electric,501-1000,"Electronics,Telecommunications",$70K-$100K /yr,"1. Bachelor’s Degree in Construction Management, Engineering, Business Management, other related major, or equivalent construction/Union trade background
2. Internships or other relevant work experience
3. Strong work ethic
4. Problem solving and critical thinking skills
5. Ability to prioritize and manage time
...",not sure,
Technology Project / Program Manager,2025-02-24,https://jobright.ai/jobs/info/67bd05bc7389c75985dab145?utm_source=1100&utm_campaign=pm,On Site,"Chicago, IL",Insperity,1001-5000,"Enterprise Software,Human Resources",$80K-$95K /yr,"1. An Associate’s degree in a technical field, one to two years of related experience/training, or an equivalent combination of education and experience.
2. Ability to solve practical problems and navigate complex scenarios with limited standardization, interpreting various instructions (written, oral, diagrams, or schedules).
3. Solid working knowledge of Microsoft Office Suite (Word, Excel, PowerPoint, Outlook) and the ability to quickly learn new software tools.
4. Excellent verbal and written communication skills, with the ability to lead teams, collaborate with stakeholders, and drive projects to successful completion.",not sure,
Project Coordinator,2025-02-24,https://jobright.ai/jobs/info/67bd140fb55d2924425272db?utm_source=1100&utm_campaign=pm,On Site,"Omaha, NE",Thrasher Foundation Repair,51-100,Construction,$23-$23 /hr,"1. Minimum of 1-3 years of customer service or coordination experience
2. Excellent communication skills with the ability to build relationships and effectively engage with both homeowners and crews
3. Strong organizational and multitasking abilities
4. Reliable transportation to and from the Omaha headquarters
5. Pre-employment screening includes, but isn’t limited to, a felony/misdemeanor background check",not sure,
Coordinator - Project,2025-02-24,https://jobright.ai/jobs/info/67bcdf47b7b5ca2765a078d5?utm_source=1100&utm_campaign=pm,On Site,"Phoenix, AZ",Wesco,10000+,"Commercial,Electronics",$22-$28 /hr,"1. Associates’ Degree required
2. 1 year required of direct work in project management capacity
3. Interpersonal, conflict management, and negotiation skills
4. Problem-solving skills and the ability to analyze workflow/processes
5. Adept at conducting research into project-related issues
...",not sure,
Commissioning Project Manager,2025-02-24,https://jobright.ai/jobs/info/67bd1e323aa22d4c1a40ba15?utm_source=1100&utm_campaign=pm,On Site,"Multi Location
Texas, United States
Arizona, United States",Aegis Project Controls,101-250,"Building Material,Real Estate",$60K-$78K /yr,"1. Strong attention to detail and organizational skills to effectively track and manage commissioning activities and reports.
2. Excellent communication skills to provide clear, concise, and timely updates to stakeholders, ensuring transparency and alignment.
3. Collaborative and team-oriented mindset, facilitating effective communication between the owner, commissioning team, and contractors.
4. Ability to quickly adapt to new technologies, tools, and working styles to enhance team collaboration and project success.",not sure,
