Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
Hair Stylist,2025-06-08,https://jobright.ai/jobs/info/664f355d74b9d07f40fc47b4?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Caledonia, MI",Sport Clips Haircuts,10000+,"Beauty,Fashion",$29-$35 /hr,"1. Holders of a valid cosmetology or barber license as per state regulations.
2. Individuals with excellent communication skills who love interacting with people.
3. Enthusiasts for haircare and styling, eager to learn and grow in their craft.
4. Team players who thrive in a bustling environment.",not sure,
Hair Stylist/Barber,2025-06-08,https://jobright.ai/jobs/info/662af318e0f2d0369fb50b8e?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Danvers, MA",Sport Clips Haircuts,10000+,"Beauty,Fashion",$17-$38 /hr,"1. A valid MA cosmetology or barber license (Do you have an out-of-state license? We'll cover the cost of reciprocity!)
2. Ability to work a flexible schedule
3. Exceptional customer service and interpersonal communication skills
4. Industry passion.",not sure,
Hair Stylist/Barber,2025-06-08,https://jobright.ai/jobs/info/664f5224bf19c2c237c8b261?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Springfield, MO",Sport Clips Haircuts,10000+,"Beauty,Fashion",$12-$35 /hr,"1. A valid MO cosmetology or barber license
2. Ability to work a flexible schedule
3. Exceptional customer service and interpersonal communication skills
4. Industry passion.",not sure,
Hair Stylist/Barber,2025-06-08,https://jobright.ai/jobs/info/6677c1bd2b6ed5133f4432b8?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Multi Location
Poway, CA
Santee, CA",Sport Clips Haircuts,10000+,"Beauty,Fashion",$27-$37 /hr,"1. Experience as a hair stylist or barber
2. Ability to work in a fun sports-related environment
3. Desire to learn, grow, and excel in the career",not sure,
Hair Stylist/Barber,2025-06-08,https://jobright.ai/jobs/info/65e862d112d3f4ad072aa116?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Multi Location
Lakewood, CO
Durango, CO",Sport Clips Haircuts,10000+,"Beauty,Fashion",$28-$45 /hr,"1. A valid cosmetology or barber license
2. Ability to work a flexible schedule
3. Exceptional customer service and interpersonal communication skills
4. Industry passion.",not sure,
Hair Stylist,2025-06-08,https://jobright.ai/jobs/info/6677c2592b6ed5133f443e45?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Multi Location
San Diego, CA
Chula Vista, CA
El Cajon, CA
Del Mar, CA",Sport Clips Haircuts,10000+,"Beauty,Fashion",$17-$26 /hr,"1. A valid CA cosmetology license is required
2. Ability to provide an exceptional client experience
3. Industry passion",not sure,
Hair Stylist,2025-06-08,https://jobright.ai/jobs/info/662b011a22c728ca05475184?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Owensboro, KY",Sport Clips Haircuts,10000+,"Beauty,Fashion",$26-$37 /hr,"1. Holders of a valid cosmetology or barber license as per state regulations.
2. Individuals with excellent communication skills who love interacting with people.
3. Enthusiasts for haircare and styling, eager to learn and grow in their craft.
4. Team players who thrive in a bustling environment.",not sure,
Hair Stylist,2025-06-08,https://jobright.ai/jobs/info/664f355d74b9d07f40fc476b?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Marion, IL",Sport Clips Haircuts,10000+,"Beauty,Fashion",$28-$34 /hr,"1. Holders of a valid cosmetology or barber license as per state regulations.
2. Individuals with excellent communication skills who love interacting with people.
3. Enthusiasts for haircare and styling, eager to learn and grow in their craft.
4. Team players who thrive in a bustling environment.",not sure,
Hair Stylist/Barber,2025-06-08,https://jobright.ai/jobs/info/664f355574b9d07f40fc4707?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Lenexa, KS",Sport Clips Haircuts,10000+,"Beauty,Fashion",$26-$46 /hr,"1. A valid cosmetology or barber license
2. Ability to work a flexible schedule
3. Exceptional customer service and interpersonal communication skills
4. Industry passion",not sure,
"Apprentice Jeweler - Signet Jewelers - Fairfield Commons - Dayton, OH",2025-06-08,https://jobright.ai/jobs/info/6674390b4bad03f9b0389e1e?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Dayton, OH",Signet Jewelers,10000+,"E-Commerce Platforms,Jewelry",$15-$15 /hr,"1. Customer Service minded with strong interpersonal skills
2. High standard for quality work
3. Basic Computer Skills
4. Excellent Organizational Skills
5. Detail Orientated
...",not sure,
"Apprentice Jeweler - Signet Jewelers - Shops at North East Mall - Fort Worth, TX",2025-06-08,https://jobright.ai/jobs/info/66070375a2a37034d5459fc9?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Hurst, TX",Signet Jewelers,10000+,"E-Commerce Platforms,Jewelry",$15-$15 /hr,"1. Customer Service minded with strong interpersonal skills
2. High standard for quality work
3. Basic Computer Skills
4. Excellent Organizational Skills
5. Detail Orientated
...",not sure,
"Apprentice Jeweler - Signet Jewelers - Waterford Lakes Town Center - Orlando, FL",2025-06-08,https://jobright.ai/jobs/info/66749997e2555414447e64eb?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Alafaya, FL",Signet Jewelers,10000+,"E-Commerce Platforms,Jewelry",$15-$15 /hr,"1. Customer Service minded with strong interpersonal skills
2. High standard for quality work
3. Basic Computer Skills
4. Excellent Organizational Skills
5. Detail Orientated
...",not sure,
Hair Stylist/Barber,2025-06-08,https://jobright.ai/jobs/info/664defaccf7bdc8f73b3c71a?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Danville, CA",Sport Clips Haircuts,10000+,"Beauty,Fashion",$20-$40 /hr,"1. A valid cosmetology or barber license
2. Ability to work a flexible schedule
3. Exceptional customer service and interpersonal communication skills
4. Weekend availability",not sure,
"Apprentice Jeweler - Signet Jewelers - Chesterfield Towne Center - Richmond, VA",2025-06-08,https://jobright.ai/jobs/info/666984ea8323eab2d253cfb3?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Richmond, VA",Signet Jewelers,10000+,"E-Commerce Platforms,Jewelry",$15-$15 /hr,"1. Customer Service minded with strong interpersonal skills
2. High standard for quality work
3. Basic Computer Skills
4. Excellent Organizational Skills
5. Detail Orientated
...",not sure,
Hair Stylist,2025-06-08,https://jobright.ai/jobs/info/662b00a322c728ca05474735?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"St Louis, MO",Sport Clips Haircuts,10000+,"Beauty,Fashion",$31-$37 /hr,"1. Valid cosmetology or barber license
2. Flexible time management
3. Killer customer service and communication skills",not sure,
"Bench Jeweler - Signet Jewelers - Centennial Promenade - Denver, CO",2025-06-08,https://jobright.ai/jobs/info/673d3a414576042042bd6f65?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Englewood, CO",Signet Jewelers,10000+,"E-Commerce Platforms,Jewelry",$18-$36 /hr,"1. 1-3 years Bench Jeweler (or relevant) experience in skilled trades working with fine metals
2. Passing a qualified bench test to assess current jeweler level
3. Excellent organizational skills & detail orientation
4. Customer service minded individuals with a high standard for quality work
5. Basic computer skills
...",not sure,
Hair Stylist,2025-06-08,https://jobright.ai/jobs/info/6638782bd8fe475df3c0bc8f?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"La Verne, CA",Sport Clips Haircuts,10000+,"Beauty,Fashion",$17-$17 /hr,"1. Valid California Cosmetology or Barbers license
2. Ability to work a flexible schedule
3. Industry passion
4. Exceptional customer service and interpersonal communication skills",not sure,
Hair Stylist/Barber,2025-06-08,https://jobright.ai/jobs/info/65f8cc17d65134b8ab93a051?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Pittsburgh, PA",Sport Clips Haircuts,10000+,"Beauty,Fashion",$14-$35 /hr,"1. A valid PA cosmetology or barber license
2. Ability to work a flexible schedule
3. Exceptional customer service and interpersonal communication skills
4. Industry passion.",not sure,
Hair Stylist,2025-06-08,https://jobright.ai/jobs/info/6662ea724af664f4cdb8cc4a?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Multi Location
Albany, NY
Saratoga Springs, NY",Sport Clips Haircuts,10000+,"Beauty,Fashion",$24-$40 /hr,"1. A valid New York cosmetology or barber license
2. Ability to work a flexible schedule
3. Exceptional customer service and interpersonal communication skills
4. Industry passion",not sure,
Hair Stylist,2025-06-08,https://jobright.ai/jobs/info/662b012122c728ca05475268?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Multi Location
Rensselaer, NY
Peoria, AZ",Sport Clips Haircuts,10000+,"Beauty,Fashion",$22-$40 /hr,"1. A valid New York cosmetology or barber license
2. Ability to work a flexible schedule
3. Exceptional customer service and interpersonal communication skills
4. Industry passion.",not sure,
Fortune Newsroom Fellowships (Summer 2025),2025-06-08,https://jobright.ai/jobs/info/680bfca0c4e9fe0bb37b01f8?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"New York, NY",Fortune,10000+,"Commercial,Media and Entertainment",$25.71-$25.71 /hr,"1. Graduated from undergraduate or graduate school
2. Thrive on economics and business news and/or demonstrates interest, enthusiasm, willingness, and ability to learn it
3. Value and balance speed and stamina with originality, accuracy, and completeness
4. Consume a lot of news from a breadth of sources and have a pulse on the most important stories and on what would resonate with the Fortune audience
5. For writing-based desks: Write clean, accurate, and insightful copy on deadline
...",not sure,
Hair Stylist/Barber,2025-06-08,https://jobright.ai/jobs/info/667608830f75793ae234d716?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Terre Haute, IN",Sport Clips Haircuts,10000+,"Beauty,Fashion",$25 /hr,"1. Passionate individuals
2. Cosmetologist or Hair Stylist
3. Artistic touch
4. Equal Opportunity Employer
5. Flexible schedule
...",not sure,
Hair Stylist/Barber,2025-06-08,https://jobright.ai/jobs/info/662b011a22c728ca05475195?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Mount Laurel, NJ",Sport Clips Haircuts,10000+,"Beauty,Fashion",$15-$25 /hr,"1. A valid NEW JERSEY cosmetology, barber license or interest in transferring
2. Ability to work a flexible schedule
3. Exceptional customer service and interpersonal communication skills
4. Industry passion",not sure,
Hair Stylist,2025-06-08,https://jobright.ai/jobs/info/66ec78bf2da4fd431beeb79e?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Arvada, CO",Sport Clips Haircuts,10000+,"Beauty,Fashion",$30-$45 /hr,"1. Current CO cosmetology or barber license
2. Must possess an industry passion
3. Ability to work in a team atmosphere",not sure,
Hair Stylist,2025-06-08,https://jobright.ai/jobs/info/6676d86f4ffdc62f7b679892?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"San Diego, CA",Sport Clips Haircuts,10000+,"Beauty,Fashion",$17-$29 /hr,"1. A valid CA cosmetology license is required
2. Ability to provide an exceptional client experience
3. Industry passion",not sure,
Hair Stylist,2025-06-08,https://jobright.ai/jobs/info/66abaf39142d89f5455a6a93?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Prattville, AL",Sport Clips Haircuts,10000+,"Beauty,Fashion",$24-$35 /hr,"1. A valid AL cosmetology or barber license
2. Ability to work a flexible schedule
3. Exceptional customer service and interpersonal communication skills
4. Industry passion.",not sure,
Hair Stylist,2025-06-08,https://jobright.ai/jobs/info/664de0270790ade97e15e1b3?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Multi Location
Fort Worth, TX
Mansfield, TX",Sport Clips Haircuts,10000+,"Beauty,Fashion",$18-$25 /hr,"1. A valid TX cosmetology or barber license
2. Ability to work a flexible schedule
3. Exceptional customer service and interpersonal communication skills
4. Industry passion",not sure,
Hair Stylist/Barber,2025-06-08,https://jobright.ai/jobs/info/667705aeacb63b6016fafb17?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Bel Air, MD",Sport Clips Haircuts,10000+,"Beauty,Fashion",$16-$44 /hr,"1. A valid cosmetology or barber license
2. Ability to work a flexible schedule
3. Exceptional customer service and interpersonal communication skills
4. Industry passion",not sure,
Hair Stylist/Barber,2025-06-08,https://jobright.ai/jobs/info/65e724f3ee1da407914388b2?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Multi Location
San Diego, CA
La Mesa, CA",Sport Clips Haircuts,10000+,"Beauty,Fashion",$22-$40 /hr,1. You must have a valid cosmetology or barber license or be on track to earn a cosmetology or barber license.,not sure,
Hair Stylist,2025-06-08,https://jobright.ai/jobs/info/660cdf9d65c5d1e21dc3a479?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Multi Location
Carlsbad, CA
College Station, TX
Lake Elsinore, CA
Irvine, CA",Sport Clips Haircuts,10000+,"Beauty,Fashion",$29-$29 /hr,"1. Licensed and certified hairstylist or barber
2. Strong work ethic",not sure,
Hair Stylist,2025-06-08,https://jobright.ai/jobs/info/6676c69b807f31af72077556?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Prescott, AZ",Sport Clips Haircuts,10000+,"Beauty,Fashion",$12-$20 /hr,"1. A valid cosmetology or barber license
2. Ability to work a flexible schedule
3. Exceptional customer service and interpersonal communication skills
4. Industry passion.",not sure,
Hair Stylist/Barber,2025-06-08,https://jobright.ai/jobs/info/667608830f75793ae234d718?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Fairlawn, OH",Sport Clips Haircuts,10000+,"Beauty,Fashion",$35 /hr,"1. A valid cosmetology or barber license
2. Exceptional customer service and interpersonal communication skills
3. Industry passion",not sure,
Hair Stylist,2025-06-08,https://jobright.ai/jobs/info/662af318e0f2d0369fb50bbe?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Ballwin, MO",Sport Clips Haircuts,10000+,"Beauty,Fashion",$25-$33 /hr,"1. Holders of a valid cosmetology or barber license as per state regulations.
2. Individuals with excellent communication skills who love interacting with people.
3. Enthusiasts for haircare and styling, eager to learn and grow in their craft.
4. Team players who thrive in a bustling environment.",not sure,
